"UID","PropertyName","Lon","Lat","AgencyID","Name","Value","Address","Violations2010","REACNumber","Borough","CD","CityCouncilDistrict","CensusTract","BuildingCount","UnitCount","YearBuilt","Owner","Rental.Coop","OwnerProfitStatus","AffordabilityRestrictions","StartAffordabilityRestrictions"
500605,"Watkins Cluster",-73.91008537,40.65895087,"BBL 3-03612-0035;HPD Application 2006-056;SHARS 20110058","140 Newport Street;Watkins Cluster;WATKINS CLUSTER - 140 NEWPORT ST",96389,"140 NEWPORT STREET",0,NA,"Brooklyn","BK16: Brownsville",42,"Brooklyn 916",1,6,1930,"WATKINS CLUSTER, L.P.","Rental","For Profit","Affordable",2007
500606,"Watkins Cluster",-73.90894917,40.65958677,"BBL 3-03602-0009;HPD Application 2006-057;SHARS 20110076","167 Newport Street;Watkins Cluster;WATKINS CLUSTER - 167 NEWPORT ST",278371,"167 NEWPORT STREET",0,NA,"Brooklyn","BK16: Brownsville",42,"Brooklyn 916",1,12,1930,"WATKINS CLUSTER, L.P.","Rental","For Profit","Affordable",2007
500607,"2330 Bronx Park East",-73.87014305,40.86089812,"BBL 2-04340-0037;HPD Application 2006-058","2330 Bronx Park East",59584,"2330 BRONX PARK EAST",0,NA,"Bronx","BX11: Morris Park/Bronxdale",13,"Bronx 332",2,69,2008,"PCMH HOUSING DEVELOPM","Rental","Non-Profit","Affordable",2006
500613,"Montgomery Macombs Apartments",-73.91657455,40.84790921,"BBL 2-02876-0184;BBL 2-02876-0185;BBL 2-02877-0233;HPD Application 2006-071","1491 Montgomery;1665 Macombs Road;1669 Macombs Road;Montgomery Macombs Apartments",3290811,"1491 MONTGOMERY AVENUE;1665 MACOMBS ROAD;1669 MACOMBS ROAD",1,NA,"Bronx","BX05: Fordham/University Heights",16,"Bronx 215.02",3,111,1924,"MONTMAC DEVELOPER, L.","Rental","For Profit","Affordable",2006
500614,"Cedars",-73.8990105,40.81547467,"BBL 2-02707-0011;HPD Application 2006-072","745 Fox Street;Cedars",1800090,"745 FOX STREET",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 85",1,95,1850,"MI CASA HDFC","Rental","Non-Profit","Affordable",2006
500616,"""Crotona Parkway Apartments, Bronx, Ny""",NA,NA,"BBL 2-02985-7501;HPD Application 2006-074","Crotona Parkway Apartments, Bronx, Ny",NA,"1926 CROTONA PARKWAY",0,NA,"Bronx","BX06: Belmont/East Tremont",NA,"",1,96,2007,"","Rental","For Profit","Affordable",2007
500617,"Granite Terrace Apartments",-73.9080862,40.81243288,"BBL 2-02580-0011;HPD Application 2006-075","520 Concord Avenue;532 Concord Avenue;Granite Terrace Apartments",2654608,"520 CONCORD AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 35",1,77,2007,"GRANITE TERRACE LLC","Rental","For Profit","Affordable",2006
500618,"Intervale Gardens Apartments",-73.89612649,40.82773,"BBL 2-02692-0048;BBL 2-02692-0049;BBL 2-02692-0051;BBL 2-02692-0052;HPD Application 2006-076","1153 Intervale Avenue;Intervale Gardens Apartments",1224850,"",122,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",5,66,2007,"INTERVALE GARDENS LLC","Rental","For Profit","Affordable",2006
500619,"Spring Creek Apartments",NA,NA,"BBL 3-04515-7501;BBL 3-04516-7501;HPD Application 2006-077","Spring Creek Apartments",NA,"890 DREW STREET;901 DREW STREET;903 DREW STREET",11,NA,"Brooklyn","BK05: East New York/Starrett City",NA,"",3,582,1988,"SPRING CREEK GARDENS","Rental","Non-Profit","Affordable",2006
500622,"New Hope Walton Apts",-73.91033965,40.84786336,"BBL 2-02850-0060;HPD Application 2006-081","1775 Walton Avenue;1785 Walton Avenue;New Hope Walton Apts",1345631,"",0,NA,"Bronx","BX05: Fordham/University Heights",14,"Bronx 227.01",1,63,2007,"1785_WALTON AVENUE AS","Rental","For Profit","Affordable",2006
500623,"Sister Strength Housing",-73.98076013,40.6857267,"BBL 3-00179-0027;HPD Application 2006-082","Sister Strength Housing",NA,"",0,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",33,"Brooklyn 39",1,84,1927,"Y W C A","Rental","For Profit","Affordable",2006
500626,"Markham Gardens Apartments",-74.1164869,40.63940067,"BBL 5-00169-0001;HPD Application 2006-085","Markham Gardens Apartments",26449433,"11 MARKHAM LANE;1470 RICHMOND TERRACE;15 SKINNER LANE;24 SKINNER LANE;25 SKINNER LANE;26 MARKHAM LANE;31 MARKHAM LANE;32 MARKHAM LANE;32 SKINNER LANE;39 MARKHAM LANE;40 NORTH BURGHER AVENUE;40 SKINNER LANE;46 SKINNER LANE;47 MARKHAM LANE;51 MARKHAM LANE;52 MARKHAM LANE;70 NORTH BURGHER AVENUE",2,NA,"Staten Island","SI01: St. George/Stapleton",49,"Staten Island 97",24,240,2007,"MARKHAM GARDENS L.P.","Rental","Non-Profit","Affordable",2006
500627,"1405 Fifth Avenue Apartments",-73.94604575,40.80030053,"BBL 1-01621-0003;BBL 1-01621-0005;BBL 1-01621-0067;BBL 1-01621-0068;BBL 1-01621-0072;HPD Application 2006-086","1405 Fifth Avenue Apartments",NA,"1405 5 AVENUE;3 EAST 115 STREET;6 EAST 116 STREET",0,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 184",7,81,2007,"NYC PARTNERSHIP HDFC,","Rental","For Profit","Affordable",2007
500633,"1211 Southern Boulevard",-73.89223956,40.82930738,"BBL 2-02975-0037;HPD Application 2006-112","1211 Southern Blvd;1211 Southern Boulevard;1213 Southern Blvd.;1217 Southern Blvd.",4162257,"1211 SOUTH SOUTHERN BOULEVARD",0,NA,"Bronx","BX03: Morrisania/Crotona",17,"Bronx 125",1,123,2006,"1211 SOUTHERN BLVD LL","Rental","For Profit","Affordable",2008
500635,"Scheuer House",-73.82250382,40.75195147,"BBL 4-05145-0049;HPD Application 2007-001","138-52 Elder Avenue;Scheuer House",4351950,"138-52 ELDER AVENUE",0,NA,"Queens","QN07: Flushing/Whitestone",20,"Queens 845",1,159,1988,"S.H. (KIV) HOUSING DE","Rental","For Profit","Affordable",2007
500636,"Casa 155 West 21St Street",-73.99584993,40.74275053,"BBL 1-00797-0007;BBL 1-00797-0009;HPD Application 2007-002","155 West 21st Street;Casa 155 West 21St Street",13239090,"155 WEST 21 STREET;163 WEST 21 STREET",0,NA,"Manhattan","MN04: Clinton/Chelsea",3,"Manhattan 87",2,110,2005,"155 W. 21ST ST. LLC","Rental","For Profit","Affordable",2007
500637,"East 170Th Street Apartments",-73.90262066,40.83449588,"BBL 2-02925-0042;BBL 2-02925-0048;HPD Application 2007-003","550 East 170th Street;East 170Th Street Apartments",45278,"1399 FULTON AVENUE;550 EAST 170 STREET",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 147",1,98,2008,"THE DOE FUND, INC","Rental","For Profit","Affordable",2008
500639,"All Saints Houses",-73.93636799,40.80946022,"BBL 1-01756-0030;BBL 1-01756-0031;BBL 1-01756-0037;BBL 1-01756-0039;BBL 1-01756-0040;BBL 1-01756-0041;BBL 1-01756-0043;HPD Application 2007-005","1952 Park Av;50 E 132 St;52 E 132 St;53 E 131 St;55 E 131 St;56 E 132 St;57 E 131 St;58 E 132 St;All Saints Houses",1370003,"1948 PARK AVENUE",0,NA,"Manhattan","MN11: East Harlem",9,"Manhattan 206",8,99,2008,"ALL SAINTS HOUSING DE","Rental","Non-Profit","Affordable",2007
500642,"Bronx Park Apartments",-73.86757929,40.87027657,"BBL 2-04545-0014;HPD Application 2007-010","3035 White Plains Road;Bronx Park Apartments",NA,"3035 WHITE PLAINS ROAD",0,NA,"Bronx","BX12: Williamsbridge/Baychester",12,"Bronx 336",1,74,1960,"3035 WHITE PLAINS HOU","Rental","For Profit","Affordable",2007
500643,"Friendly Hands Apartments",-73.93745087,40.79881404,"BBL 1-01783-0001;BBL 1-01783-0012;BBL 1-01783-0013;BBL 1-01783-0014;BBL 1-01783-0015;BBL 1-01783-0016;BBL 1-01783-0117;HPD Application 2007-011","225 East 118th Street;227 East 118th Street;Friendly Hands Apartments",2130206,"",0,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 188",7,76,2007,"FRIENDLY HANDS APARTM","Rental","For Profit","Affordable",2007
500651,"Cooper & Decatur Cluster",-73.90466136,40.68896332,"BBL 3-03448-0005;HPD Application 2007-021","236-240 Moffat Street;240 Moffat Street;Cooper & Decatur Cluster",387450,"236 MOFFAT STREET",3,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 409",3,12,1911,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500652,"Cooper & Decatur Cluster",-73.90596418,40.69073751,"BBL 3-03430-0042;HPD Application 2007-022","1281 Decatur Street;Cooper & Decatur Cluster",66339,"1281 DECATUR STREET",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 409",1,4,1910,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500653,"Cooper & Decatur Cluster",-73.91287593,40.69138248,"BBL 3-03390-0007;HPD Application 2007-023","485 Central Avenue;Cooper & Decatur Cluster",35958,"485 CENTRAL AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 415",1,6,1915,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500654,"Cooper & Decatur Cluster",-73.90631226,40.68937639,"BBL 3-03435-0032;HPD Application 2007-024","618 Wilson Avenue;Cooper & Decatur Cluster",51122,"618 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,6,1912,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500655,"Cooper & Decatur Cluster",-73.90663853,40.68813602,"BBL 3-03441-0011;HPD Application 2007-025","164 Cooper Street;Cooper & Decatur Cluster",39555,"164 COOPER AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,4,1906,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500656,"Cooper & Decatur Cluster",-73.90649844,40.68775439,"BBL 3-03441-0002;HPD Application 2007-026","653 Central Avenue;Cooper & Decatur Cluster",39555,"653 CENTRAL AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,5,1926,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2007
500657,"Cooper & Decatur Cluster",-73.90607251,40.69062781,"BBL 3-03430-0044;HPD Application 2007-027","1275 Decatur Street;Cooper & Decatur Cluster",43126,"1275 DECATUR STREET",1,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 409",1,4,1910,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500658,"Cooper & Decatur Cluster",-73.90693721,40.68856445,"BBL 3-03435-0051;HPD Application 2007-028","167 Cooper Street;Cooper & Decatur Cluster",41298,"167 COOPER AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,6,1906,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2008
500661,"Union Ave Cluster",-73.90243436,40.81860934,"BBL 2-02676-0065;HPD Application 2007-034","791 Prospect Avenue;Union Ave Cluster",400412,"791 PROSPECT AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,11,1903,"UNION AVENUE CLUSTER,","Rental","For Profit","Affordable",2008
500662,"Union Ave Cluster",-73.90391307,40.81788048,"BBL 2-02676-0022;HPD Application 2007-035","803 East 156th Street;Union Ave Cluster",51479,"803 EAST 156 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,4,1910,"UNION AVENUE CLUSTER,","Rental","Non-Profit","Affordable",2008
500663,"Union Ave Cluster",-73.90626738,40.81364732,"BBL 2-02653-0053;HPD Application 2007-036","799 East 150th Street;Union Ave Cluster",1316970,"799 EAST 150 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,22,1906,"UNION AVENUE CLUSTER,","Rental","For Profit","Affordable",2008
500664,"Union Ave Cluster",-73.9038041,40.81828661,"BBL 2-02676-0011;HPD Application 2007-037","775 Union Avenue;785 Union Avenue;Union Ave Cluster",67929,"775 UNION AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,10,1901,"NEIGHBORHOOD PARTNERS","Rental","For Profit","Affordable",2008
500665,"Wales Cluster",-73.90717951,40.81498199,"BBL 2-02643-0053;HPD Application 2007-038","753 East 151st Street;Wales Cluster",328662,"753 EAST 151 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 73",2,21,1912,"WALES GROUP, L.P.","Rental","For Profit","Affordable",2009
500666,"Wales Cluster",-73.90676751,40.81508871,"BBL 2-02643-0047;HPD Application 2007-039","627 Wales Avenue;Wales Cluster",372576,"627 WALES AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 73",2,30,1913,"WALES GROUP, L.P.","Rental","For Profit","Affordable",2009
500667,"Mother Gaston Blvd . Cluster",-73.90812078,40.68008956,"BBL 3-01535-0055;HPD Application 2007-040","213 Hull Street;Mother Gaston Blvd . Cluster",59501,"213 HULL STREET",0,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 369",1,5,1911,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500668,"Mother Gaston Blvd . Cluster",-73.9045635,40.67672158,"BBL 3-01574-0022;HPD Application 2007-041","18 Havens Place;Mother Gaston Blvd . Cluster",63631,"18 HAVENS PLACE",1,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 367",1,5,1910,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500669,"Mother Gaston Blvd . Cluster",-73.9080497,40.67411414,"BBL 3-01450-0004;HPD Application 2007-042","215 Mother Gaston Boulevard;Mother Gaston Blvd . Cluster",39132,"215 MOTHER GASTON BOULEVARD",0,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 365.02",1,6,1910,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500670,"Mother Gaston Blvd . Cluster",-73.90450547,40.67696032,"BBL 3-01574-0018;HPD Application 2007-043","1484 Herkimer Street;Mother Gaston Blvd . Cluster",57197,"1484 HERKIMER STREET",3,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 367",1,5,1920,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500671,"Mother Gaston Blvd . Cluster",-73.91601961,40.67478995,"BBL 3-01447-0013;HPD Application 2007-044","2160-62  Dean Street;Mother Gaston Blvd . Cluster",17201,"2160 DEAN STREET",0,NA,"Brooklyn","BK16: Brownsville",41,"Brooklyn 303",1,6,1910,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500672,"Mother Gaston Blvd . Cluster",-73.91486489,40.68412407,"BBL 3-01502-0037;HPD Application 2007-045","790 MacDonough Street;Mother Gaston Blvd . Cluster",68543,"790 MACDONOUGH STREET",0,NA,"Brooklyn","BK16: Brownsville",41,"Brooklyn 373",1,3,1905,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2008
500674,"E. 139 Street Cluster / Nep",-73.9227754,40.8087822,"BBL 2-02282-0007;HPD Application 2007-047","234 Willis Avenue;E. 139 Street Cluster / Nep",71557,"234 WILLIS AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",8,"Bronx 25",1,8,1931,"E. 139TH ST. CLUSTER","Rental","For Profit","Affordable",2008
500676,"Montauk Avenue Cluster",-73.87790195,40.67342735,"BBL 3-04023-0036;HPD Application 2007-049","226-34 Montauk Avenue;Montauk Avenue Cluster",55292,"226 MONTAUK AVENUE",1,NA,"Brooklyn","BK05: East New York/Starrett City",37,"Brooklyn 1194",1,3,1930,"RAJCOOAR, NANCOOAR","Rental","For Profit","Affordable",2007
500677,"Montauk Avenue Cluster",-73.87881546,40.67263233,"BBL 3-04038-0025;HPD Application 2007-050","256 Atkins Avenue;Montauk Avenue Cluster",48645,"256 ATKINS AVENUE",0,NA,"Brooklyn","BK05: East New York/Starrett City",37,"Brooklyn 1194",1,3,1930,"RAJCOOAR, NANCOOAR","Rental","For Profit","Affordable",2007
500678,"Montauk Avenue Cluster",-73.87578865,40.66803161,"BBL 3-04456-0065;HPD Application 2007-051","417 Montauk Avenue;Montauk Avenue Cluster",70418,"417 MONTAUK AVENUE",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1118",1,6,1930,"NANRAJ L.P.","Rental","For Profit","Affordable",2007
500679,"Montauk Avenue Cluster",-73.88269889,40.67008372,"BBL 3-04049-0047;HPD Application 2007-052","526-28 Elton Street;Montauk Avenue Cluster",58993,"526 ELTON STREET",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1164",2,6,1930,"NANRAJ L.P.","Rental","For Profit","Affordable",2007
500680,"Montauk Avenue Cluster",-73.88136859,40.67015097,"BBL 3-04051-0004;HPD Application 2007-053","619 Linwood Street;Montauk Avenue Cluster",18305,"619 LINWOOD STREET",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1164",1,4,1930,"RAJCOOAR, NANCOOAR","Rental","For Profit","Affordable",2007
500681,"Montauk Avenue Cluster",-73.88875776,40.66410613,"BBL 3-04087-0001;HPD Application 2007-054","673 Miller Avenue;Montauk Avenue Cluster",304110,"673 MILLER AVENUE",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1124",1,14,1925,"RAJCOOAR, NANCOOAR","Rental","For Profit","Affordable",2007
500683,"Alexander Avenue Cluster",-73.90307389,40.8185687,"BBL 2-02676-0044;HPD Application 2007-056","804 Westchester Avenue;Alexander Avenue Cluster",91183,"804 WESTCHESTER AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,9,1920,"ALEXANDER AVENUE ASSO","Rental","For Profit","Affordable",2008
500684,"Alexander Avenue Cluster",-73.92113154,40.80899243,"BBL 2-02283-0028;HPD Application 2007-057","440 East 139th Street;Alexander Avenue Cluster",378917,"440 EAST 139 STREET",6,NA,"Bronx","BX01: Mott Haven/Melrose",8,"Bronx 39",1,16,1915,"ALEXANDER AVENUE ASSO","Rental","For Profit","Affordable",2008
500685,"Alexander Avenue Cluster",-73.9268157,40.80723681,"BBL 2-02296-0005;HPD Application 2007-058","134 Alexander Avenue;Alexander Avenue Cluster",45313,"134 ALEXANDER AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 17",1,4,1915,"ALEXANDER AVENUE ASSO","Rental","For Profit","Affordable",2008
500686,"Alexander Avenue Cluster",-73.90294927,40.81731426,"BBL 2-02675-0050;HPD Application 2007-059","846 East 156th Street;Alexander Avenue Cluster",261288,"846 EAST 156 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 79",1,10,1920,"ALEXANDER AVENUE ASSO","Rental","For Profit","Affordable",2008
500687,"West 131St Street Cluster",-73.94461897,40.81342785,"BBL 1-01917-0002;HPD Application 2007-060","West 131St Street Cluster",467730,"2247 SEVENTH AVENUE",1,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 226",1,8,1910,"AIMCO 2247-2253 ACP,","Rental","For Profit","Affordable",2007
500688,"West 131St Street Cluster",-73.93914055,40.81532717,"BBL 1-01735-0006;HPD Application 2007-061","67-69 West 137th Street;West 131St Street Cluster",561448,"",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 212",1,14,1930,"MID-HARLEM APARTMENTS","Rental","For Profit","Affordable",2008
500689,"Cooper Square Supportive Housing",-73.99080373,40.72495055,"BBL 1-00457-0128;HPD Application 2007-062","29 E 2nd St. LP;Cooper Square Supportive Housing;Cooper Square Supportive Hsng",1089000,"29 EAST 2 STREET",0,NA,"Manhattan","MN03: Lower East Side/Chinatown",1,"Manhattan 36.02",1,54,2003,"29 EAST 2ND STREET CO","Rental","Non-Profit","Affordable",2002
500691,"West 126Th Street Cluster",-73.95836115,40.80208147,"BBL 1-01846-0056;HPD Application 2007-064","314 West 112 Street;West 126Th Street Cluster",43883,"314 WEST 112 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 197.02",1,5,1900,"ST. NICHOLAS W. 126TH","Rental","For Profit","Affordable",2008
500692,"West 126Th Street Cluster",-73.94556914,40.80893794,"BBL 1-01911-0125;HPD Application 2007-065","111 West 126th Street;West 126Th Street Cluster",42768,"111 WEST 126 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 224",1,4,1910,"ST. NICHOLAS W. 126TH","Rental","For Profit","Affordable",2007
500693,"West 126Th Street Cluster",-73.94578448,40.81065624,"BBL 1-01913-0011;HPD Application 2007-066","137 West 128 Street;West 126Th Street Cluster",259896,"137 WEST 128 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 224",1,11,1910,"WEST 126TH STREET CLU","Rental","For Profit","Affordable",2008
500694,"West 126Th Street Cluster",-73.9538635,40.80314746,"BBL 1-01831-0022;HPD Application 2007-067","211 West 115 Street;West 126Th Street Cluster",342000,"211 WEST 115 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 218",1,10,1900,"ST. NICHOLAS W. 126TH","Rental","For Profit","Affordable",2007
500695,"West 126Th Street Cluster",-73.95072504,40.81236292,"BBL 1-01954-0040;HPD Application 2007-068","310 West 128 Street aka;West 126Th Street Cluster",329624,"310 WEST 128 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 213.02",1,9,1910,"ST. NICHOLAS W. 126TH","Rental","For Profit","Affordable",2007
500696,"West 126Th Street Cluster",-73.95055151,40.81254125,"BBL 1-01955-0001;HPD Application 2007-069","West 126Th Street Cluster",149004,"311 WEST 128 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 213.02",2,10,1910,"WEST 126TH STREET CLU","Rental","For Profit","Affordable",2008
500697,"West 126Th Street Cluster",-73.9500251,40.81117416,"BBL 1-01932-0062;HPD Application 2007-070","2364 Eighth Avenue;West 126Th Street Cluster;West 128 Street aka",125323,"2364 EIGHTH AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 224",1,8,1910,"ST. NICHOLAS W. 126TH","Rental","For Profit","Affordable",2007
500699,"West 146Th Street Cluster",-73.94310539,40.82177104,"BBL 1-02044-0009;HPD Application 2007-073","301-3 West 143rd Street;West 146Th Street Cluster",172854,"301 WEST 143 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 227.02",1,8,1900,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2008
500700,"West 146Th Street Cluster",-73.940438,40.82284288,"BBL 1-02031-0053;HPD Application 2007-074","238-40 West 146th Street;West 146Th Street Cluster",520200,"238 WEST 146 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 232",1,13,1920,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2008
500701,"West 146Th Street Cluster",-73.9415985,40.82205848,"BBL 1-02030-0008;HPD Application 2007-075","267-69 West 144th Street;West 146Th Street Cluster",394470,"267 WEST 144 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 232",1,18,1921,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2008
500703,"575 Fifth Avenue",-73.98939901,40.66501854,"BBL 3-01048-0001;HPD Application 2007-077","575 Fifth Avenue",134910,"567 5 AVENUE",0,NA,"Brooklyn","BK07: Sunset Park",39,"Brooklyn 141",1,49,2008,"575 5TH AVENUE HOUSIN","Rental","Non-Profit","Affordable",2010
500704,"Bilander Hall",-73.9714171,40.79678539,"BBL 1-01870-0060;HPD Application 2007-078","Bilander Hall",167081,"260 WEST 99 STREET",2,NA,"Manhattan","MN07: Upper West Side",9,"Manhattan 187",1,34,1920,"BILANDER HDFC","Rental","Non-Profit","Affordable",2008
500705,"Grand Avenue Residence",-73.90130702,40.86497741,"BBL 2-03204-0009;HPD Application 2007-079","Grand Avenue Residence",24192,"2516 GRAND AVENUE",0,NA,"Bronx","BX07: Kingsbridge Heights/Bedford",14,"Bronx 265",1,57,2009,"GEEL GRAND AVENUE HDF","Rental","Non-Profit","Affordable",2008
500707,"West 80'S Cluster",-73.97684905,40.78649115,"BBL 1-01200-0052;BBL 1-01231-0040;HPD Application 2007-083","West 80'S Cluster",1286194,"208 WEST 84 STREET;44 WEST 87 STREET",2,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 171",2,27,1910,"WEST EIGHTIES ASSOCIA","Rental","Non-Profit","Affordable",2008
500708,"Permanence Houses",-73.98135002,40.72955235,"BBL 1-00387-0041;BBL 1-00397-0026;BBL 1-00440-0034;HPD Application 2007-084","Permanence Houses",1604145,"189 EAST 2 STREET",0,NA,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 34",3,30,1900,"NEW YORK EQUITY FUND","Rental","Non-Profit","Affordable",2008
500709,"Reverend Dr. Fletcher C. Crawford Housing",-73.8894525,40.83213729,"BBL 2-02988-0001;HPD Application 2007-085;HPD Application 2009-068","Reverend Dr. Fletcher C. Crawford Housing;Reverend Fletcher C. Crawford Housing",2968200,"1468 HOE AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",17,"Bronx 157",2,84,1986,"NEW YORK CITY HOUSING","Rental","Non-Profit","Affordable",2009
500711,"E. 139 Street Cluster / Nep",-73.92108988,40.81061179,"BBL 2-02285-0009;HPD Application 2007-088","404 East 141st Street;E. 139 Street Cluster / Nep",458685,"404 EAST 141 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",8,"Bronx 39",1,22,1903,"E. 139TH ST. CLUSTER","Rental","For Profit","Affordable",2008
500716,"2065 Morris Avenue Apartments",-73.9054446,40.85370292,"BBL 2-03178-0055;HPD Application 2007-095","2065 Morris Avenue;2065 Morris Avenue Apartments",141300,"2065 MORRIS AVENUE",0,NA,"Bronx","BX05: Fordham/University Heights",14,"Bronx 241",1,63,2008,"2065 MORRIS AVENUE AS","Rental","For Profit","Affordable",2007
500720,"Tiffany Street Apartments",-73.8944252,40.82734968,"BBL 2-02718-0017;HPD Application 2008-003","1140 Tiffany Street;922 East 169th Street;Tiffany Street Apartments",201960,"1140 TIFFANY STREET;922 EAST 169 STREET",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 125",2,84,2008,"TIFFANY STREET ASSOCI","Rental","For Profit","Affordable",2006
500728,"Sumpter Marcus Apartments",-73.9100666,40.68089531,"BBL 3-01517-0002;BBL 3-01517-0007;BBL 3-01528-0023;BBL 3-01847-0037;HPD Application 2008-012","Sumpter Marcus Apartments",1010503,"348 SUMPTER STREET;408 SUMNER AVENUE;510 CHAUNCEY STREET;516 CHAUNCEY STREET",0,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 369",4,49,1926,"TOMPKINS PARK NORTH H","Rental","Non-Profit","Affordable",2008
500729,"West Side Bronx",-73.91458287,40.85361947,"BBL 2-02879-0200;BBL 2-03193-0024;BBL 2-03225-0007;HPD Application 2008-013","111 West 183rd Street;1874 Loring Place South;2065-67 Davidson Avenue;West Side Bronx",1421586,"107 WEST 183 STREET;1874 LORING PLACE;2065 DAVIDSON AVENUE",3,NA,"Bronx","BX05: Fordham/University Heights",14,"Bronx 245",3,146,1924,"WEST SIDE BRONX LLC","Rental","Non-Profit","Affordable",2008
500730,"El Jardin De Seline Apartments",-73.91522653,40.82223973,"BBL 2-02404-0018;HPD Application 2008-014","390 East 158 St;392 E. 158th Street;El Jardin De Seline Apartments",65232,"779 MELROSE AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 69",2,84,2008,"EL JARDIN DE SELINE H","Rental","For Profit","Affordable",2008
